Full,Intrested,
K15125,K15125,0
K07099,#N/A,K07099
K02856,#N/A,K02856
K03737,K03737,0
K03630,#N/A,K03630
K01006,#N/A,K01006
K10541,#N/A,K10541
K00059,#N/A,K00059
K03325,#N/A,K03325
K17244,#N/A,K17244
K08906,#N/A,K08906
K05349,K05349,0
K05349,K05349,0
K08307,#N/A,K08307
K05841,#N/A,K05841
K03587,K03587,0
K04029,#N/A,K04029
K01710,K01710,0
K00096,#N/A,K00096
K06213,#N/A,K06213
K02994,#N/A,K02994
K03734,K03734,0
K09476,#N/A,K09476
K21573,K21573,0
K00658,#N/A,K00658
K15633,#N/A,K15633
K06970,#N/A,K06970
K18015,#N/A,K18015
K03312,#N/A,K03312
K11036,#N/A,K11036
K05970,#N/A,K05970
K03070,K03070,0
K05786,#N/A,K05786
K03312,#N/A,K03312
K00962,#N/A,K00962
K02008,#N/A,K02008
K03722,#N/A,K03722
K03177,#N/A,K03177
K02834,#N/A,K02834
K02519,K02519,0
K03151,#N/A,K03151
K03657,K03657,0
K23163,#N/A,K23163
K03466,K03466,0
K01338,K01338,0
K19155,#N/A,K19155
K09835,K09835,0
K03568,#N/A,K03568
K01866,#N/A,K01866
K03737,K03737,0
K21573,K21573,0
K09689,#N/A,K09689
K22512,#N/A,K22512
K09883,#N/A,K09883
K05592,K05592,0
K01756,#N/A,K01756
K11085,#N/A,K11085
K03529,K03529,0
K03650,#N/A,K03650
K06398,#N/A,K06398
K03797,#N/A,K03797
K03797,#N/A,K03797
K18581,#N/A,K18581
K00655,#N/A,K00655
K17722,#N/A,K17722
K20611,#N/A,K20611
K00615,K00615,0
K00615,K00615,0
K00764,#N/A,K00764
K04485,K04485,0
K07091,K07091,0
K06131,#N/A,K06131
K01187,#N/A,K01187
K03150,#N/A,K03150
K27443,#N/A,K27443
K19222,#N/A,K19222
K12685,K12685,0
K03929,#N/A,K03929
K03151,#N/A,K03151
K01637,#N/A,K01637
K03703,K03703,0
K18138,K18138,0
K03828,#N/A,K03828
K07126,K07126,0
K01872,K01872,0
K07486,K07486,0
K16899,K16899,0
K01005,#N/A,K01005
K02027,K02027,0
K03686,K03686,0
K01208,#N/A,K01208
K01218,#N/A,K01218
K21573,K21573,0
K07814,#N/A,K07814
K07637,#N/A,K07637
K03394,#N/A,K03394
K03640,#N/A,K03640
K21636,K21636,0
K00059,#N/A,K00059
K03701,K03701,0
K03703,K03703,0
K06147,K06147,0
K01872,K01872,0
K03544,#N/A,K03544
K11105,#N/A,K11105
K03043,K03043,0
K00325,#N/A,K00325
K22444,#N/A,K22444
K01997,#N/A,K01997
K03116,#N/A,K03116
K03529,K03529,0
K03529,K03529,0
K18850,#N/A,K18850
K25135,#N/A,K25135
K05343,#N/A,K05343
K06942,#N/A,K06942
K23997,K23997,0
K03593,#N/A,K03593
K00943,#N/A,K00943
K00163,#N/A,K00163
K03701,K03701,0
K07486,K07486,0
K07263,#N/A,K07263
K07505,#N/A,K07505
K07114,K07114,0
K04775,#N/A,K04775
K04487,#N/A,K04487
K09815,K09815,0
K01925,K01925,0
K01519,#N/A,K01519
K13936,#N/A,K13936
K05786,#N/A,K05786
K12257,#N/A,K12257
K05366,K05366,0
K08676,#N/A,K08676
K00615,K00615,0
K06921,#N/A,K06921
K14647,K14647,0
K16089,#N/A,K16089
K01939,#N/A,K01939
K00573,#N/A,K00573
K06919,K06919,0
K01875,#N/A,K01875
K00262,#N/A,K00262
K00615,K00615,0
K03569,#N/A,K03569
K00036,K00036,0
K01875,#N/A,K01875
K22474,#N/A,K22474
K19577,K19577,0
K01534,#N/A,K01534
K01537,#N/A,K01537
K16516,#N/A,K16516
K15547,#N/A,K15547
K07282,#N/A,K07282
K00705,K00705,0
K06894,#N/A,K06894
K15770,K15770,0
K04043,K04043,0
K07496,K07496,0
K00362,#N/A,K00362
K07568,#N/A,K07568
K01869,K01869,0
K01662,#N/A,K01662
K07497,K07497,0
K02314,K02314,0
K02438,#N/A,K02438
K09157,#N/A,K09157
K03545,K03545,0
K14699,K14699,0
K03529,K03529,0
K01284,#N/A,K01284
K07133,K07133,0
K01643,#N/A,K01643
K00595,#N/A,K00595
K01338,K01338,0
K01840,K01840,0
K15770,K15770,0
K06281,#N/A,K06281
K17315,#N/A,K17315
K00036,K00036,0
K04760,#N/A,K04760
K01955,K01955,0
K00986,#N/A,K00986
K19244,#N/A,K19244
K01787,#N/A,K01787
K07811,#N/A,K07811
K02824,#N/A,K02824
K19084,#N/A,K19084
K01951,K01951,0
K22278,#N/A,K22278
K01662,#N/A,K01662
K05802,K05802,0
K04763,#N/A,K04763
K20807,#N/A,K20807
K03695,K03695,0
K02334,#N/A,K02334
K03549,#N/A,K03549
K26139,#N/A,K26139
K03699,K03699,0
K00134,#N/A,K00134
K26730,#N/A,K26730
K03701,K03701,0
K21029,K21029,0
K02004,K02004,0
K25767,#N/A,K25767
K03580,K03580,0
K02040,#N/A,K02040
K01869,K01869,0
K00525,#N/A,K00525
K02536,#N/A,K02536
K00868,#N/A,K00868
K13665,#N/A,K13665
K01783,K01783,0
K04083,#N/A,K04083
K01890,K01890,0
K05989,#N/A,K05989
K10943,#N/A,K10943
K18303,K18303,0
K07175,K07175,0
K02600,#N/A,K02600
K02014,K02014,0
K07080,#N/A,K07080
K02014,K02014,0
K08300,#N/A,K08300
K01126,#N/A,K01126
K03595,#N/A,K03595
K03798,#N/A,K03798
K02337,K02337,0
K01153,K01153,0
K01305,K01305,0
K09251,#N/A,K09251
K18964,K18964,0
K22316,#N/A,K22316
K18369,#N/A,K18369
K20084,#N/A,K20084
K07657,#N/A,K07657
K07486,K07486,0
K00813,#N/A,K00813
K21023,#N/A,K21023
K02190,#N/A,K02190
K26937,#N/A,K26937
K15255,#N/A,K15255
K00641,#N/A,K00641
K02454,#N/A,K02454
K01139,K01139,0
K07476,#N/A,K07476
K07126,K07126,0
K12132,K12132,0
K08303,#N/A,K08303
K15352,#N/A,K15352
K00099,#N/A,K00099
K00567,#N/A,K00567
K09458,#N/A,K09458
K01990,#N/A,K01990
K03070,K03070,0
K03701,K03701,0
K02574,#N/A,K02574
K25137,#N/A,K25137
K00266,K00266,0
K00796,#N/A,K00796
K21508,#N/A,K21508
K16123,#N/A,K16123
K21573,K21573,0
K00880,#N/A,K00880
K00602,#N/A,K00602
K02037,#N/A,K02037
K07279,#N/A,K07279
K17734,#N/A,K17734
K02470,K02470,0
K01955,K01955,0
K02562,#N/A,K02562
K01915,#N/A,K01915
K03733,#N/A,K03733
K01667,#N/A,K01667
K02014,K02014,0
K24998,#N/A,K24998
K07315,K07315,0
K04093,#N/A,K04093
K19231,#N/A,K19231
K14194,#N/A,K14194
K01759,#N/A,K01759
K06894,#N/A,K06894
K04763,#N/A,K04763
K02335,K02335,0
K03110,K03110,0
K01507,#N/A,K01507
K26059,#N/A,K26059
K02335,K02335,0
K01616,#N/A,K01616
K21572,K21572,0
K02501,#N/A,K02501
K01089,#N/A,K01089
K11005,#N/A,K11005
K04043,K04043,0
K07037,#N/A,K07037
K07278,#N/A,K07278
K03286,K03286,0
K16564,#N/A,K16564
K07456,K07456,0
K03669,#N/A,K03669
K03328,#N/A,K03328
K00382,#N/A,K00382
K07795,#N/A,K07795
K02316,K02316,0
K03543,K03543,0
K00162,#N/A,K00162
K02356,#N/A,K02356
K14348,#N/A,K14348
K09825,#N/A,K09825
K14392,#N/A,K14392
K16149,#N/A,K16149
K12132,K12132,0
K03546,K03546,0
K03694,#N/A,K03694
K03526,#N/A,K03526
K10742,K10742,0
K07656,#N/A,K07656
K03466,K03466,0
K07478,#N/A,K07478
K03758,K03758,0
K03466,K03466,0
K03457,#N/A,K03457
K03595,#N/A,K03595
K07707,#N/A,K07707
K02434,#N/A,K02434
K03930,#N/A,K03930
K21572,K21572,0
K03696,K03696,0
K02825,#N/A,K02825
K03088,#N/A,K03088
K01876,K01876,0
K11690,#N/A,K11690
K13574,#N/A,K13574
K04562,#N/A,K04562
K10000,#N/A,K10000
K01870,K01870,0
K01142,#N/A,K01142
K17686,K17686,0
K06207,#N/A,K06207
K15737,#N/A,K15737
K01387,#N/A,K01387
K01686,#N/A,K01686
K20276,K20276,0
K01728,#N/A,K01728
K02355,K02355,0
K01284,#N/A,K01284
K15477,#N/A,K15477
K01507,#N/A,K01507
K01246,#N/A,K01246
K03404,#N/A,K03404
K00031,K00031,0
K03655,K03655,0
K02860,#N/A,K02860
K22444,#N/A,K22444
K02335,K02335,0
K21573,K21573,0
K02337,K02337,0
K07034,#N/A,K07034
K15125,K15125,0
K09800,K09800,0
K01423,#N/A,K01423
K00138,K00138,0
K03640,#N/A,K03640
K05349,K05349,0
K08303,#N/A,K08303
K07462,K07462,0
K00962,#N/A,K00962
K21572,K21572,0
K02945,#N/A,K02945
K02931,K02931,0
K01226,#N/A,K01226
K01928,#N/A,K01928
K03526,#N/A,K03526
K07677,#N/A,K07677
K03587,K03587,0
K01439,#N/A,K01439
K03546,K03546,0
K03695,K03695,0
K04077,#N/A,K04077
K02519,K02519,0
K02335,K02335,0
K03325,#N/A,K03325
K00820,#N/A,K00820
K07273,#N/A,K07273
K00297,#N/A,K00297
K00335,#N/A,K00335
K16211,#N/A,K16211
K24180,#N/A,K24180
K03406,K03406,0
K01912,#N/A,K01912
K02470,K02470,0
K01372,#N/A,K01372
K07444,#N/A,K07444
K02238,K02238,0
K07636,#N/A,K07636
K00620,#N/A,K00620
K11720,K11720,0
K00859,#N/A,K00859
K03799,K03799,0
K00688,K00688,0
K01881,K01881,0
K03427,K03427,0
K01928,#N/A,K01928
K07403,#N/A,K07403
K03606,#N/A,K03606
K07180,#N/A,K07180
K21573,K21573,0
K26735,K26735,0
K15635,#N/A,K15635
K07497,K07497,0
K01338,K01338,0
K02855,#N/A,K02855
K02109,#N/A,K02109
K06151,#N/A,K06151
K07263,#N/A,K07263
K05540,K05540,0
K00278,#N/A,K00278
K16092,#N/A,K16092
K07273,#N/A,K07273
K03770,#N/A,K03770
K02014,K02014,0
K03701,K03701,0
K03517,#N/A,K03517
K02026,#N/A,K02026
K07095,#N/A,K07095
K00259,#N/A,K00259
K27956,#N/A,K27956
K00615,K00615,0
K02406,#N/A,K02406
K03744,#N/A,K03744
K03799,K03799,0
K01337,#N/A,K01337
K01740,K01740,0
K03555,K03555,0
K03701,K03701,0
K22104,#N/A,K22104
K18707,#N/A,K18707
K01256,K01256,0
K27054,#N/A,K27054
K02377,K02377,0
K01875,#N/A,K01875
K02469,#N/A,K02469
K12340,#N/A,K12340
K01883,#N/A,K01883
K03457,#N/A,K03457
K03427,K03427,0
K07085,#N/A,K07085
K03427,K03427,0
K01026,#N/A,K01026
K01804,#N/A,K01804
K00265,K00265,0
K06413,#N/A,K06413
K03046,K03046,0
K00240,#N/A,K00240
K02172,K02172,0
K03571,#N/A,K03571
K03046,K03046,0
K21573,K21573,0
K07126,K07126,0
K10924,#N/A,K10924
K03546,K03546,0
K18122,#N/A,K18122
K00567,#N/A,K00567
K01246,#N/A,K01246
K13953,#N/A,K13953
K03641,K03641,0
K20866,#N/A,K20866
K06200,#N/A,K06200
K21573,K21573,0
K03043,K03043,0
K06013,#N/A,K06013
K04775,#N/A,K04775
K00700,K00700,0
K06076,#N/A,K06076
K18138,K18138,0
K03547,K03547,0
K07484,K07484,0
K03701,K03701,0
K03587,K03587,0
K22135,#N/A,K22135
K01940,K01940,0
K07354,#N/A,K07354
K01870,K01870,0
K03529,K03529,0
K18294,#N/A,K18294
K02483,K02483,0
K12065,#N/A,K12065
K02073,#N/A,K02073
K06894,#N/A,K06894
K00219,K00219,0
K02791,#N/A,K02791
K03307,#N/A,K03307
K03300,#N/A,K03300
K01091,#N/A,K01091
K01740,K01740,0
K03286,K03286,0
K01277,#N/A,K01277
K21573,K21573,0
K03701,K03701,0
K21573,K21573,0
K03787,#N/A,K03787
K01187,#N/A,K01187
K17686,K17686,0
K03667,#N/A,K03667
K08483,#N/A,K08483
K04771,#N/A,K04771
K03529,K03529,0
K02433,#N/A,K02433
K21573,K21573,0
K00800,#N/A,K00800
K03230,#N/A,K03230
K01364,#N/A,K01364
K05349,K05349,0
K02445,#N/A,K02445
K24018,#N/A,K24018
K07665,#N/A,K07665
K03798,#N/A,K03798
K17468,#N/A,K17468
K03168,#N/A,K03168
K00790,#N/A,K00790
K13444,K13444,0
K02005,#N/A,K02005
K01649,#N/A,K01649
K03230,#N/A,K03230
K02996,#N/A,K02996
K06969,K06969,0
K02519,K02519,0
K00162,#N/A,K00162
K11021,#N/A,K11021
K00134,#N/A,K00134
K03615,#N/A,K03615
K06438,#N/A,K06438
K20527,#N/A,K20527
K02421,#N/A,K02421
K00703,#N/A,K00703
K02440,#N/A,K02440
K00031,K00031,0
K07133,K07133,0
K05939,#N/A,K05939
K17938,#N/A,K17938
K01139,K01139,0
K07646,#N/A,K07646
K01247,#N/A,K01247
K07638,K07638,0
K04043,K04043,0
K18109,#N/A,K18109
K18954,#N/A,K18954
K00548,#N/A,K00548
K01874,#N/A,K01874
K09023,#N/A,K09023
K19170,#N/A,K19170
K00012,K00012,0
K02529,K02529,0
K01176,#N/A,K01176
K00219,K00219,0
K00604,#N/A,K00604
K10036/K10037,#N/A,K10036/K10037
K03340,#N/A,K03340
K02027,K02027,0
K12132,K12132,0
K07729,K07729,0
K00876,#N/A,K00876
K03630,#N/A,K03630
K06919,K06919,0
K00265,K00265,0
K02879,K02879,0
K00845,#N/A,K00845
K00343,#N/A,K00343
K00761,#N/A,K00761
K00126,#N/A,K00126
K12132,K12132,0
K03436,#N/A,K03436
K04057,#N/A,K04057
K12963,#N/A,K12963
K20741,#N/A,K20741
K02315,#N/A,K02315
K13378,#N/A,K13378
K03761,#N/A,K03761
K12687,#N/A,K12687
K02470,K02470,0
K02469,#N/A,K02469
K02855,#N/A,K02855
K03406,K03406,0
K07486,K07486,0
K19272,#N/A,K19272
K23271,#N/A,K23271
K01151,#N/A,K01151
K03580,K03580,0
K07462,K07462,0
K03807,#N/A,K03807
K03625,#N/A,K03625
K11527,K11527,0
K07091,K07091,0
K21636,K21636,0
K02404,#N/A,K02404
K16092,#N/A,K16092
K03694,#N/A,K03694
K11891,#N/A,K11891
K11892,K11892,0
K02005,#N/A,K02005
K03475,#N/A,K03475
K13038,#N/A,K13038
K11904,#N/A,K11904
K04771,#N/A,K04771
K00615,K00615,0
K07678,#N/A,K07678
K01784,#N/A,K01784
K05515,#N/A,K05515
K19586,#N/A,K19586
K03225,#N/A,K03225
K03701,K03701,0
K02200,#N/A,K02200
K02334,#N/A,K02334
K07462,K07462,0
K01972,#N/A,K01972
K23186,#N/A,K23186
K03771,K03771,0
K03701,K03701,0
K07192,#N/A,K07192
K01872,K01872,0
K00927,K00927,0
K07126,K07126,0
K07126,K07126,0
K03979,#N/A,K03979
K03169,K03169,0
K03529,K03529,0
K03656,#N/A,K03656
K01997,#N/A,K01997
K13688,K13688,0
K01958,#N/A,K01958
K00767,K00767,0
K06293,#N/A,K06293
K05349,K05349,0
K02470,K02470,0
K03286,K03286,0
K00639,#N/A,K00639
K10536,#N/A,K10536
K16211,#N/A,K16211
K01191,#N/A,K01191
K03337,#N/A,K03337
K05808,#N/A,K05808
K16899,K16899,0
K15540,#N/A,K15540
K01493,#N/A,K01493
K00179,#N/A,K00179
K02836,K02836,0
K02047,#N/A,K02047
K02045,#N/A,K02045
K07258,#N/A,K07258
K02054,#N/A,K02054
K07258,#N/A,K07258
K00287,#N/A,K00287
K02012,#N/A,K02012
K02230,#N/A,K02230
K23997,K23997,0
K00823,#N/A,K00823
K00767,K00767,0
K28371,#N/A,K28371
K00831,K00831,0
K01692,#N/A,K01692
K03650,#N/A,K03650
K01007,K01007,0
K07795,#N/A,K07795
K00662,#N/A,K00662
K00970,#N/A,K00970
K03696,K03696,0
K03763,#N/A,K03763
K07484,K07484,0
K00962,#N/A,K00962
K15923,K15923,0
K03555,K03555,0
K01620,#N/A,K01620
K02014,K02014,0
K00164,#N/A,K00164
K21573,K21573,0
K01881,K01881,0
K03527,#N/A,K03527
K04567,#N/A,K04567
K00252,#N/A,K00252
K02591,#N/A,K02591
K01652,#N/A,K01652
K02886,#N/A,K02886
K02548,#N/A,K02548
K09771,#N/A,K09771
K03547,K03547,0
K28370,#N/A,K28370
K01190,#N/A,K01190
K08289,#N/A,K08289
K12516,#N/A,K12516
K02470,K02470,0
K01915,#N/A,K01915
K25026,#N/A,K25026
K03570,K03570,0
K07133,K07133,0
K02948,#N/A,K02948
K01259,#N/A,K01259
K07487,#N/A,K07487
K02014,K02014,0
K18929,#N/A,K18929
K06020,K06020,0
K20276,K20276,0
K01915,#N/A,K01915
K12554,#N/A,K12554
K07636,#N/A,K07636
K02014,K02014,0
K01662,#N/A,K01662
K13663,#N/A,K13663
K13010,K13010,0
K01081,K01081,0
K21573,K21573,0
K12685,K12685,0
K00970,#N/A,K00970
K02519,K02519,0
K01657,#N/A,K01657
K00595,#N/A,K00595
K06949,K06949,0
K02024,#N/A,K02024
K07679,K07679,0
K07646,#N/A,K07646
K02055,#N/A,K02055
K07133,K07133,0
K09825,#N/A,K09825
K00059,#N/A,K00059
K21572,K21572,0
K01687,#N/A,K01687
K02819,#N/A,K02819
K11749,#N/A,K11749
K07485,K07485,0
K00027,#N/A,K00027
K02622,#N/A,K02622
K02021,#N/A,K02021
K03577,#N/A,K03577
K16950,#N/A,K16950
K03650,#N/A,K03650
K21573,K21573,0
K03655,K03655,0
K02014,K02014,0
K07308,#N/A,K07308
K22927,K22927,0
K01924,#N/A,K01924
K01467,#N/A,K01467
K02115,#N/A,K02115
K09607,#N/A,K09607
K03100,#N/A,K03100
K02002,#N/A,K02002
K03688,#N/A,K03688
K02810,#N/A,K02810
K00282,#N/A,K00282
K02003,K02003,0
K14053,#N/A,K14053
K03517,#N/A,K03517
K03781,K03781,0
K03972,#N/A,K03972
K04042,#N/A,K04042
K07636,#N/A,K07636
K11070,#N/A,K11070
K00876,#N/A,K00876
K03655,K03655,0
K09607,#N/A,K09607
K01468,#N/A,K01468
K00876,#N/A,K00876
K06158,#N/A,K06158
K00700,K00700,0
K00266,K00266,0
K07354,#N/A,K07354
K12528,#N/A,K12528
K01585,#N/A,K01585
K03046,K03046,0
K00001,#N/A,K00001
K01607,#N/A,K01607
K01414,K01414,0
K01868,#N/A,K01868
K17734,#N/A,K17734
K01854,#N/A,K01854
K00031,K00031,0
K27100,#N/A,K27100
K02056,#N/A,K02056
K01835,#N/A,K01835
K07030,#N/A,K07030
K01181,#N/A,K01181
K01870,K01870,0
K06926,#N/A,K06926
K20276,K20276,0
K03797,#N/A,K03797
K03763,#N/A,K03763
K00040,#N/A,K00040
K04691,#N/A,K04691
K06921,#N/A,K06921
K22820,#N/A,K22820
K03340,#N/A,K03340
K12373,K12373,0
K02335,K02335,0
K23508,#N/A,K23508
K01995,#N/A,K01995
K02621,K02621,0
K01190,#N/A,K01190
K04516,#N/A,K04516
K21029,K21029,0
K10094,#N/A,K10094
K02864,#N/A,K02864
K00688,K00688,0
K00245,#N/A,K00245
K16092,#N/A,K16092
K02016,#N/A,K02016
K00823,#N/A,K00823
K01201,#N/A,K01201
K07443,#N/A,K07443
K01630,#N/A,K01630
K15923,K15923,0
K21573,K21573,0
K21572,K21572,0
K22443,#N/A,K22443
K03547,K03547,0
K02551,#N/A,K02551
K17204,#N/A,K17204
K06997,#N/A,K06997
K03814,K03814,0
K03686,K03686,0
K10742,K10742,0
K26939,#N/A,K26939
K11392,K11392,0
K01153,K01153,0
K02014,K02014,0
K19694,#N/A,K19694
K03657,K03657,0
K10844,#N/A,K10844
K03596,K03596,0
K04084,#N/A,K04084
K02230,#N/A,K02230
K23163,#N/A,K23163
K03438,#N/A,K03438
K09118,#N/A,K09118
K21572,K21572,0
K01881,K01881,0
K03665,#N/A,K03665
K04042,#N/A,K04042
K07263,#N/A,K07263
K07386,#N/A,K07386
K16089,#N/A,K16089
K03596,K03596,0
K22452,K22452,0
K01699,#N/A,K01699
K00031,K00031,0
K02356,#N/A,K02356
K04763,#N/A,K04763
K09952,#N/A,K09952
K06183,#N/A,K06183
K05343,#N/A,K05343
K14743,#N/A,K14743
K07386,#N/A,K07386
K00973,#N/A,K00973
K03696,K03696,0
K19775,#N/A,K19775
K12092,#N/A,K12092
K01190,#N/A,K01190
K07673,#N/A,K07673
K03078,#N/A,K03078
K03497,#N/A,K03497
K21636,K21636,0
K13542,#N/A,K13542
K12342,#N/A,K12342
K03043,K03043,0
K17722,#N/A,K17722
K01915,#N/A,K01915
K03733,#N/A,K03733
K01619,#N/A,K01619
K02407,#N/A,K02407
K00074,#N/A,K00074
K01126,#N/A,K01126
K03526,#N/A,K03526
K07486,K07486,0
K11910,#N/A,K11910
K00147,K00147,0
K15635,#N/A,K15635
K03779,#N/A,K03779
K26937,#N/A,K26937
K04763,#N/A,K04763
K03328,#N/A,K03328
K04780,#N/A,K04780
K01955,K01955,0
K00603,#N/A,K00603
K00294,#N/A,K00294
K03581,K03581,0
K13038,#N/A,K13038
