nodes_added,avg_path_virtual
172,1.5856793145654835
173,1.5882511090200295
174,1.5907913095475383
175,1.5932348111658456
176,1.5956493506493505
177,1.5980996404725218
178,1.6005205357709642
179,1.6029125604167975
180,1.6052762259466171
181,1.6076120319214242
182,1.6099204662740574
183,1.6121419564042514
184,1.6143977191732002
185,1.6166274970622796
186,1.6188317349607673
187,1.6210108676901847
188,1.623165320286722
189,1.6252955082742317
190,1.6274018379281536
191,1.6294847065307247
192,1.631544502617801
193,1.6335816062176165
194,1.6355963890817797
195,1.6375892149088025
196,1.6395604395604395
197,1.6415104112711074
198,1.6434394708506384
199,1.6453479518806151
200,1.6472361809045226
201,1.6491044776119403
202,1.6509531550169942
203,1.6527825196312735
204,1.654592871631411
205,1.656384505021521
206,1.6573525929434052
207,1.6583180901458656
208,1.6527313266443702
209,1.6472211998527788
210,1.6467988152198678
211,1.6413450688332205
212,1.6411070374675847
213,1.6422623793072904
214,1.6371374665438112
215,1.6312540752010432
216,1.6263565891472869
217,1.6215651135005973
218,1.6160317930072294
219,1.6106153910602823
220,1.6053134080531342
221,1.6053064582476346
222,1.6006685418450124
223,1.5960893629055064
224,1.5910874439461884
225,1.586825396825397
226,1.5870599803343166
227,1.582355463724611
228,1.5777494396784915
229,1.5779897341607294
230,1.5783178279855705
231,1.578618482966309
232,1.5788923719958203
233,1.5791401509545657
234,1.5793624591907853
235,1.579559919985452
236,1.5797331410025244
237,1.5798827147250232
238,1.5800092188774244
239,1.580113216834851
240,1.5801952580195258
241,1.5802558782849239
242,1.580295600288056
243,1.5803149338502873
244,1.5803143763070904
245,1.5802944128471061
246,1.5802555168408827
247,1.5801981501596392
248,1.5801227634843933
249,1.580029796605778
250,1.5755180722891566
251,1.575394422310757
252,1.575254537405932
253,1.5708952882865925
254,1.5666179079393732
255,1.5637795275590551
256,1.5599264705882352
257,1.5558426556420233
258,1.555847132989473
259,1.5518541797611565
260,1.5479655479655479
261,1.544149720011789
262,1.5441782925331227
263,1.54157838214379
264,1.5425740292660444
265,1.5422813036020584
266,1.540246843523904
267,1.5366224550139393
268,1.533065012018559
269,1.5359263163735226
270,1.5327550598926063
271,1.5337980046467132
272,1.535028217929238
273,1.5331286360698126
274,1.530066041014946
275,1.527060384870604
276,1.524110671936759
277,1.5212159263328624
278,1.5183751915435162
279,1.515587529976019
280,1.512826420890937
281,1.5138535841382816
282,1.516645213396936
283,1.519409568202892
284,1.5176180759468472
285,1.5150234741784037
286,1.515863084284137
287,1.5130235618040495
288,1.5117111885404568
289,1.512855632449058
290,1.5104402815893092
291,1.5078089821068847
292,1.5052252506708093
293,1.5026882977231286
294,1.503679970281628
295,1.5014181943964027
296,1.4991525423728813
297,1.496905996905997
298,1.494678326893092
299,1.4924693048416422
300,1.49041248606466
301,1.4882834994462901
302,1.4893841719654133
303,1.4873778768605337
304,1.4854090672225118
305,1.483390854184642
306,1.4815386263795136
307,1.479678950842009
308,1.4778543931638395
309,1.476736855377632
310,1.4774402338448689
311,1.4757390312208276
312,1.474070409761728
313,1.4723928893257967
314,1.4734335890600516
315,1.4717824284703265
316,1.4701627486437614
317,1.4711895539671764
318,1.4722337956074043
319,1.4706728968277438
320,1.471434169278997
