nodes_added,avg_path_random
179,2.295124037639008
180,2.2902225979149056
181,2.288478941872607
182,2.2914344685242516
183,2.296205630354957
184,2.29170587444549
185,2.26
186,2.263546481766821
187,2.2513806893924966
188,2.2513966480446927
189,2.256548727498448
190,2.2533456108041743
191,2.2603363487341386
192,2.2527472527472527
193,2.2451888809693514
194,2.252643948296122
195,2.246439988375472
196,2.233051578402622
197,2.233051578402622
198,2.2356354534076686
199,2.2437239671282225
200,2.2422723475355055
201,2.243703499586663
202,2.2400196335078535
203,2.2397992227979273
204,2.2450189626622508
205,2.2450189626622508
206,2.2460481099656358
207,2.248560962846677
208,2.248560962846677
209,2.2464518802444835
210,2.2440137414756705
211,2.2432871427846304
212,2.287412935323383
213,2.2865868676419883
214,2.282348924547627
215,2.2847000869313243
216,2.2884744141559064
217,2.2904096613781673
218,2.287978987852352
219,2.2856744704570793
220,2.284642988590357
221,2.286899065846434
222,2.27465583389754
223,2.2708575516408835
224,2.272300469483568
225,2.2787503839234784
226,2.2792871114975006
227,2.276830318690784
228,2.2747909199522103
229,2.272481292013698
230,2.274517196598383
231,2.274346201743462
232,2.2808720691073634
233,2.280339162692104
234,2.2790772835615885
235,2.28539397821909
236,2.290753968253968
237,2.288534906588004
238,2.286031733655608
239,2.2867300409614346
240,2.2847621236497355
241,2.283576988798177
242,2.282627517410126
243,2.282627517410126
244,2.28239289446186
245,2.2844457599526415
246,2.2864164924250763
247,2.2842334969994544
248,2.2827262892174542
249,2.2827262892174542
250,2.2808410212400774
251,2.277381838811474
252,2.277170282338877
253,2.276080892608089
254,2.2937759336099584
255,2.29186241898426
256,2.289800360507431
257,2.2875598731700735
258,2.283205085312814
259,2.282030861124938
260,2.2825779269938447
261,2.2787318793261067
262,2.2769141080450837
263,2.2745060240963855
264,2.287808764940239
265,2.2830266236640737
266,2.2830266236640737
267,2.283079239600979
268,2.2723538016245994
269,2.270680870773506
270,2.2681678921568627
271,2.267540126459144
272,2.264681929237173
273,2.264681929237173
274,2.2764478764478766
275,2.2777483053345122
276,2.276096048667778
277,2.273996458944069
278,2.280674671240709
279,2.2785643353667187
280,2.2822505702458393
281,2.2914331687288465
282,2.2914331687288465
283,2.2914331687288465
284,2.2953396200628675
285,2.293683525070545
286,2.294494720965309
287,2.291168685329269
288,2.2895023224950233
289,2.2855862977602106
290,2.282425574216502
291,2.278471807391632
292,2.2764755937185734
293,2.2764755937185734
294,2.274884792626728
295,2.268479918657855
296,2.2664748491961335
297,2.266145402601308
298,2.2596177773353903
299,2.266864343958488
300,2.2719175561280824
301,2.2680002923905365
302,2.267832946186605
303,2.267757593233372
304,2.269299606252237
305,2.26799383813248
306,2.2664171727157183
307,2.2699284679040628
308,2.2681154373012005
309,2.2681154373012005
310,2.2665744263807217
311,2.2649335776454422
312,2.2618072618072618
313,2.2795742661514473
314,2.276200309757357
315,2.271304347826087
316,2.267220376522702
317,2.243382983872742
318,2.2454483858981926
319,2.242921660587111
320,2.242921660587111
