id,EC,type
C00185,,metabolite
C00221,,metabolite
C00031,,metabolite
C00844,,metabolite
C00561,,metabolite
C01898,,metabolite
(n-2) C00001,,metabolite
(n-2) C00031,,metabolite
C08325,,metabolite
C00963,,metabolite
C01335,,metabolite
C05713,,metabolite
C05712,,metabolite
C05839,,metabolite
C05838,,metabolite
C05143,,metabolite
C03742,,metabolite
C08334,,metabolite
C18796,,metabolite
C01594,,metabolite
C02659,,metabolite
C10216,,metabolite
C10208,,metabolite
C09126,,metabolite
C06563,,metabolite
C00389,,metabolite
C00509,,metabolite
C00160,,metabolite
C00048,,metabolite
C00258,,metabolite
C00168,,metabolite
C00064,,metabolite
C01640,,metabolite
C02282,,metabolite
C05688,,metabolite
C00030,,metabolite
C01528,,metabolite
C00041,,metabolite
C00028,,metabolite
C02743,,metabolite
C21440,,metabolite
C00309,,metabolite
C00199,,metabolite
C00508,,metabolite
C01101,,metabolite
C00399,,metabolite
C00390,,metabolite
C01278,,metabolite
C01163,,metabolite
C03939,,metabolite
C00383,,metabolite
C01209,,metabolite
C00033,,metabolite
C00130,,metabolite
C03794,,metabolite
C00522,,metabolite
C00864,,metabolite
C00239,,metabolite
C00365,,metabolite
C00352,,metabolite
C00664,,metabolite
C00101,,metabolite
C00439,,metabolite
C03479,,metabolite
C00445,,metabolite
C01045,,metabolite
C04628,,metabolite
C03576,,metabolite
C00876,,metabolite
C00138,,metabolite
C04832,,metabolite
C01080,,metabolite
C00139,,metabolite
C00282,,metabolite
C00058,,metabolite
C00118,,metabolite
C00231,,metabolite
C05382,,metabolite
C00117,,metabolite
C12214,,metabolite
C12215,,metabolite
C15700,,metabolite
C15767,,metabolite
C17322,,metabolite
C00037,,metabolite
C17323,,metabolite
C00719,,metabolite
C00007,,metabolite
C01026,,metabolite
C00067,,metabolite
C00692,,metabolite
C00680,,metabolite
C04877,,metabolite
C02504,,metabolite
C00141,,metabolite
C00173,,metabolite
C02133,,metabolite
C00229,,metabolite
G10481(n,,metabolite
),,metabolite
G10481(n),,metabolite
G00289,,metabolite
C00760,,metabolite
C00123,,metabolite
C01645,,metabolite
C02047,,metabolite
C00089,,metabolite
C00095,,metabolite
C02336,,metabolite
C00267,,metabolite
C00492,,metabolite
C05402,,metabolite
C01613,,metabolite
C05404,,metabolite
C16688,,metabolite
G00370,,metabolite
C00144,,metabolite
C00362,,metabolite
C22441,,metabolite
C22442,,metabolite
C00019,,metabolite
C20648,,metabolite
C00021,,metabolite
C20796,,metabolite
C04454,,metabolite
C01268,,metabolite
C01304,,metabolite
C02492,,metabolite
(n-1) C00001,,metabolite
n C00159,,metabolite
C20905,,metabolite
C00109,,metabolite
C20904,,metabolite
C00448,,metabolite
C00129,,metabolite
C04146,,metabolite
C00310,,metabolite
C00745,,metabolite
C00125,,metabolite
C21154,,metabolite
C00126,,metabolite
C20361,,metabolite
C00088,,metabolite
C00244,,metabolite
C01137,,metabolite
C00124,,metabolite
C00984,,metabolite
C00078,,metabolite
C01652,,metabolite
C03512,,metabolite
C00252,,metabolite
C00721,,metabolite
G10545(n,,metabolite
G10545(n),,metabolite
C01300,,metabolite
C00568,,metabolite
C00921,,metabolite
C04807,,metabolite
C02999,,metabolite
C02713,,metabolite
C00016,,metabolite
C01352,,metabolite
C00877,,metabolite
C00154,,metabolite
C05272,,metabolite
C01944,,metabolite
C05276,,metabolite
C01832,,metabolite
C03221,,metabolite
C02593,,metabolite
C05273,,metabolite
C05270,,metabolite
C05271,,metabolite
C05274,,metabolite
C05275,,metabolite
C00369,,metabolite
C00718,,metabolite
C00103,,metabolite
C01635,,metabolite
C00886,,metabolite
C05744,,metabolite
C04494,,metabolite
C00395,,metabolite
C00060,,metabolite
C02954,,metabolite
C04501,,metabolite
C06156,,metabolite
C00062,,metabolite
C00179,,metabolite
C00288,,metabolite
C00083,,metabolite
C06250,,metabolite
C04419,,metabolite
C01100,,metabolite
C01267,,metabolite
C00073,,metabolite
C01647,,metabolite
C02430,,metabolite
C05335,,metabolite
C05336,,metabolite
C00039(n),,metabolite
C02128(m),,metabolite
C00455,,metabolite
C00039(n,,metabolite
m),,metabolite
C16243,,metabolite
C11542,,metabolite
C04261,,metabolite
C00615,,metabolite
C01094,,metabolite
C04734,,metabolite
C00234,,metabolite
C04677,,metabolite
C11478,,metabolite
C04728,,metabolite
C00027,,metabolite
C00988,,metabolite
C00189,,metabolite
C00084,,metabolite
C05993,,metabolite
C00163,,metabolite
C00100,,metabolite
C05983,,metabolite
C01977,,metabolite
C16675,,metabolite
C20446,,metabolite
C00242,,metabolite
C06125,,metabolite
C02686,,metabolite
C00059,,metabolite
C01212,,metabolite
C00217,,metabolite
C03296,,metabolite
C05892,,metabolite
C00993,,metabolite
C04702,,metabolite
C04882,,metabolite
C00148,,metabolite
C01649,,metabolite
C02702,,metabolite
C01228,,metabolite
C00208,,metabolite
C01419,,metabolite
C05729,,metabolite
C05726,,metabolite
C00636,,metabolite
C06112,,metabolite
C06113,,metabolite
C02869,,metabolite
C02745,,metabolite
C01271,,metabolite
C00685,,metabolite
C04618,,metabolite
C04619,,metabolite
C05753,,metabolite
C04620,,metabolite
C05750,,metabolite
C04633,,metabolite
C05762,,metabolite
C04688,,metabolite
C05759,,metabolite
C05747,,metabolite
C05746,,metabolite
C05757,,metabolite
C05756,,metabolite
C16219,,metabolite
C16220,,metabolite
C20372,,metabolite
C20373,,metabolite
C20376,,metabolite
C20377,,metabolite
C05223,,metabolite
C00842,,metabolite
C11907,,metabolite
C00623,,metabolite
C00111,,metabolite
C00322,,metabolite
C00527,,metabolite
C15973,,metabolite
C16254,,metabolite
C06157,,metabolite
C00631,,metabolite
C00197,,metabolite
C04154,,metabolite
C15812,,metabolite
C15813,,metabolite
C15814,,metabolite
C15811,,metabolite
C15858,,metabolite
C05432,,metabolite
C00787,,metabolite
C02839,,metabolite
C06503,,metabolite
C00175,,metabolite
C06504,,metabolite
C04823,,metabolite
C22395,,metabolite
C04865,,metabolite
C04053,,metabolite
C04255,,metabolite
C00416,,metabolite
C00681,,metabolite
C00040,,metabolite
C00429,,metabolite
C00106,,metabolite
C00906,,metabolite
C00178,,metabolite
C21028,,metabolite
C22058,,metabolite
C22059,,metabolite
C22060,,metabolite
C22347,,metabolite
C03090,,metabolite
C00119,,metabolite
C05980,,metabolite
C00116,,metabolite
C15809,,metabolite
C01468,,metabolite
C05198,,metabolite
C15547,,metabolite
C03657,,metabolite
C04593,,metabolite
C00311,,metabolite
C00973,,metabolite
C01935,,metabolite
C02463,,metabolite
C05772,,metabolite
C11538,,metabolite
C17401,,metabolite
C00286,,metabolite
C00131,,metabolite
C00460,,metabolite
C00458,,metabolite
C01083,,metabolite
C00364,,metabolite
C00363,,metabolite
C00068,,metabolite
C05125,,metabolite
C15972,,metabolite
C16255,,metabolite
C00700,,metabolite
C00655,,metabolite
C01345,,metabolite
C06196,,metabolite
C16617,,metabolite
C04646,,metabolite
C00065,,metabolite
C01650,,metabolite
C02553,,metabolite
C16636,,metabolite
C06481,,metabolite
C01236,,metabolite
C00469,,metabolite
n C00031,,metabolite
n C00208,,metabolite
C00147,,metabolite
C19647,,metabolite
C11437,,metabolite
C00158,,metabolite
C06319,,metabolite
C06408,,metabolite
C11543,,metabolite
C16244,,metabolite
C11545,,metabolite
C00275,,metabolite
C16396,,metabolite
C16399,,metabolite
C00169,,metabolite
C01563,,metabolite
C20969,,metabolite
C00140,,metabolite
C00645,,metabolite
C00565,,metabolite
C01104,,metabolite
C16618,,metabolite
C16619,,metabolite
C02693,,metabolite
C02938,,metabolite
C01659,,metabolite
C01998,,metabolite
C09814,,metabolite
C09815,,metabolite
C04178,,metabolite
C16246,,metabolite
C16074,,metabolite
C02505,,metabolite
C00236,,metabolite
C15810,,metabolite
C06022,,metabolite
C04652,,metabolite
C00250,,metabolite
C00018,,metabolite
C00314,,metabolite
C00627,,metabolite
C00534,,metabolite
C00647,,metabolite
C01648,,metabolite
C03511,,metabolite
C00670,,metabolite
C00114,,metabolite
C01233,,metabolite
C00134,,metabolite
C00555,,metabolite
C01672,,metabolite
C12455,,metabolite
C04778,,metabolite
C05775,,metabolite
C01845,,metabolite
C00207,,metabolite
C05778,,metabolite
C01077,,metabolite
C01118,,metabolite
C11434,,metabolite
C05745,,metabolite
C05749,,metabolite
C05752,,metabolite
C05755,,metabolite
C05761,,metabolite
C05764,,metabolite
C19673,,metabolite
C20375,,metabolite
C00312,,metabolite
C03291,,metabolite
C00618,,metabolite
C14899,,metabolite
C00463,,metabolite
C19153,,metabolite
C19152,,metabolite
C00061,,metabolite
C22277,,metabolite
C01847,,metabolite
C00251,,metabolite
C00254,,metabolite
C03451,,metabolite
C00051,,metabolite
C00546,,metabolite
C03217,,metabolite
C05381,,metabolite
C04916,,metabolite
C04666,,metabolite
C00860,,metabolite
C00630,,metabolite
C00143,,metabolite
C00233,,metabolite
C02939,,metabolite
C00579,,metabolite
C00248,,metabolite
C00671,,metabolite
C15980,,metabolite
C02972,,metabolite
C02051,,metabolite
C11811,,metabolite
C01638,,metabolite
C02984,,metabolite
C05607,,metabolite
C03964,,metabolite
C00489,,metabolite
C03196,,metabolite
C00514,,metabolite
C00204,,metabolite
C00470,,metabolite
C06118,,metabolite
G10506(n,,metabolite
G10113,,metabolite
G10506(n),,metabolite
C02191,,metabolite
C00305,,metabolite
C03516,,metabolite
C05379,,metabolite
C00689,,metabolite
G09795,,metabolite
C04421,,metabolite
C00666,,metabolite
C00440,,metabolite
C07086,,metabolite
C00582,,metabolite
C00624,,metabolite
C00437,,metabolite
C00077,,metabolite
C00882,,metabolite
C00257,,metabolite
C06473,,metabolite
C05840,,metabolite
C03722,,metabolite
C00409,,metabolite
C00283,,metabolite
C00155,,metabolite
C00320,,metabolite
C00094,,metabolite
C00979,,metabolite
C20751,,metabolite
C17023,,metabolite
C20752,,metabolite
C00325,,metabolite
C01639,,metabolite
C03125,,metabolite
C00827,,metabolite
C00186,,metabolite
C00259,,metabolite
C02479,,metabolite
C00795,,metabolite
C00989,,metabolite
C11062,,metabolite
C00226,,metabolite
C00071,,metabolite
C00473,,metabolite
C00376,,metabolite
C05576,,metabolite
C05577,,metabolite
C06611,,metabolite
C06613,,metabolite
C06612,,metabolite
C16348,,metabolite
C14089,,metabolite
C14090,,metabolite
C02909,,metabolite
C14099,,metabolite
C06899,,metabolite
C07490,,metabolite
C07645,,metabolite
C16551,,metabolite
C16586,,metabolite
C16587,,metabolite
C16595,,metabolite
C16596,,metabolite
C20120,,metabolite
C04506,,metabolite
C00012,,metabolite
C00327,,metabolite
C03406,,metabolite
C02995,,metabolite
C00212,,metabolite
C00294,,metabolite
C00387,,metabolite
C01367,,metabolite
C00214,,metabolite
C00881,,metabolite
C01368,,metabolite
C00330,,metabolite
C00360,,metabolite
C00559,,metabolite
C00526,,metabolite
C06193,,metabolite
C03150,,metabolite
C05822,,metabolite
C01762,,metabolite
C01185,,metabolite
C05841,,metabolite
C05512,,metabolite
C03175,,metabolite
C01269,,metabolite
C00826,,metabolite
C20589,,metabolite
C04442,,metabolite
C04631,,metabolite
C00498,,metabolite
C00638,,metabolite
C20683,,metabolite
C05973,,metabolite
C20163,,metabolite
C05698,,metabolite
C04489,,metabolite
C04144,,metabolite
C20253,,metabolite
C00222,,metabolite
C00029,,metabolite
C00167,,metabolite
C03294,,metabolite
C03871,,metabolite
C00072,,metabolite
C16186,,metabolite
C04352,,metabolite
C01134,,metabolite
C03492,,metabolite
C00052,,metabolite
C02097,,metabolite
C03508,,metabolite
C00436,,metabolite
C06892,,metabolite
C00415,,metabolite
C00504,,metabolite
C00272,,metabolite
C02953,,metabolite
C00334,,metabolite
C00232,,metabolite
C01005,,metabolite
C03232,,metabolite
C06055,,metabolite
C06054,,metabolite
C01144,,metabolite
C05668,,metabolite
C00894,,metabolite
C05998,,metabolite
C03069,,metabolite
C05262,,metabolite
C04405,,metabolite
C03345,,metabolite
C03460,,metabolite
C06000,,metabolite
C05258,,metabolite
C05260,,metabolite
C05264,,metabolite
C05266,,metabolite
C05268,,metabolite
C05116,,metabolite
C11946,,metabolite
C11947,,metabolite
C11945,,metabolite
C14144,,metabolite
C14145,,metabolite
C16468,,metabolite
C16469,,metabolite
C00188,,metabolite
C05519,,metabolite
C00235,,metabolite
C00047,,metabolite
C01646,,metabolite
C01931,,metabolite
C04253,,metabolite
C04570,,metabolite
C02411,,metabolite
C00697,,metabolite
C01548,,metabolite
C06547,,metabolite
C00900,,metabolite
C06010,,metabolite
C06006,,metabolite
C05847,,metabolite
C19847,,metabolite
C05796,,metabolite
C00243,,metabolite
C01290,,metabolite
C01190,,metabolite
C05403,,metabolite
C05394,,metabolite
G10504,,metabolite
C00962,,metabolite
C03838,,metabolite
C04376,,metabolite
C17550,,metabolite
C17549,,metabolite
C20638,,metabolite
C00108,,metabolite
C01081,,metabolite
C00378,,metabolite
C04039,,metabolite
C04272,,metabolite
C06007,,metabolite
C00149,,metabolite
C00580,,metabolite
C00828,,metabolite
C11143,,metabolite
C05819,,metabolite
C20565,,metabolite
C22092,,metabolite
C01050,,metabolite
C06567,,metabolite
C01242,,metabolite
C00132,,metabolite
C00632,,metabolite
C05640,,metabolite
C00704,,metabolite
C03680,,metabolite
C05684,,metabolite
C05697,,metabolite
C05444,,metabolite
C05445,,metabolite
C03586,,metabolite
C01651,,metabolite
C02992,,metabolite
C03733,,metabolite
C00935,,metabolite
C18094,,metabolite
C00620,,metabolite
C00905,,metabolite
C21906,,metabolite
C23014,,metabolite
C01674,,metabolite
C06135,,metabolite
C01132,,metabolite
C04737,,metabolite
C03272,,metabolite
C04884,,metabolite
C04730,,metabolite
G00094,,metabolite
G00093,,metabolite
G00123,,metabolite
G00092,,metabolite
G00109,,metabolite
G00108,,metabolite
G13074,,metabolite
G01391,,metabolite
G13073,,metabolite
C04132,,metabolite
G13056,,metabolite
G10665,,metabolite
C22467,,metabolite
C03405,,metabolite
C00195,,metabolite
C03108,,metabolite
C00319,,metabolite
C00679,,metabolite
C01146,,metabolite
C03921,,metabolite
C00885,,metabolite
C16519,,metabolite
C00583,,metabolite
C00479,,metabolite
C00459,,metabolite
C01024,,metabolite
C01051,,metabolite
C00673,,metabolite
C02232,,metabolite
C00898,,metabolite
C03912,,metabolite
C04281,,metabolite
C05938,,metabolite
C22502,,metabolite
C00181,,metabolite
C02205,,metabolite
C22501,,metabolite
C01636,,metabolite
C02163,,metabolite
C04613,,metabolite
C06040,,metabolite
C06041,,metabolite
C06365,,metabolite
C20897,,metabolite
n C00344,,metabolite
G13189,,metabolite
n C00641,,metabolite
G13190,,metabolite
G13182,,metabolite
G13183,,metabolite
C00086,,metabolite
C02291,,metabolite
C00491,,metabolite
C01962,,metabolite
C05703,,metabolite
C05699,,metabolite
C05689,,metabolite
C14818,,metabolite
C14819,,metabolite
C00575,,metabolite
C00942,,metabolite
C02882,,metabolite
C00145,,metabolite
C00127,,metabolite
C01063,,metabolite
C01092,,metabolite
C19845,,metabolite
C00032,,metabolite
C21603,,metabolite
C00017,,metabolite
C02429,,metabolite
C21388,,metabolite
C21387,,metabolite
C16739,,metabolite
C21386,,metabolite
C00628,,metabolite
C02167,,metabolite
C22886,,metabolite
C06032,,metabolite
C04411,,metabolite
C04236,,metabolite
C06024,,metabolite
C19877,,metabolite
C02483,,metabolite
C02477,,metabolite
C14151,,metabolite
C14152,,metabolite
C14155,,metabolite
C14153,,metabolite
C14156,,metabolite
C14154,,metabolite
C00164,,metabolite
C16156,,metabolite
C16157,,metabolite
C00227,,metabolite
C02876,,metabolite
C02843,,metabolite
C00249,,metabolite
C00857,,metabolite
C03263,,metabolite
C01079,,metabolite
C00956,,metabolite
C03033,,metabolite
C00191,,metabolite
C00069,,metabolite
C05787,,metabolite
C05791,,metabolite
G13040,,metabolite
G09660,,metabolite
C04900,,metabolite
C12632,,metabolite
C11376,,metabolite
C11173,,metabolite
G00526,,metabolite
G00711,,metabolite
C00253,,metabolite
C00345,,metabolite
C03506,,metabolite
G10008,,metabolite
C00497,,metabolite
C00552,,metabolite
C03459,,metabolite
C15532,,metabolite
C00245,,metabolite
C00593,,metabolite
C04332,,metabolite
C00255,,metabolite
C04732,,metabolite
C04895,,metabolite
C04874,,metabolite
C00438,,metabolite
C20870,,metabolite
C20955,,metabolite
C00856,,metabolite
C02967,,metabolite
C21027,,metabolite
C02985,,metabolite
C01019,,metabolite
C00184,,metabolite
C03283,,metabolite
C00986,,metabolite
C03012,,metabolite
C06204,,metabolite
C15521,,metabolite
C11145,,metabolite
C00502,,metabolite
C03826,,metabolite
C01213,,metabolite
C02514,,metabolite
C00110,,metabolite
C03862,,metabolite
C01628,,metabolite
C05850,,metabolite
C02059,,metabolite
C03313,,metabolite
C00430,,metabolite
C00931,,metabolite
C00944,,metabolite
C02637,,metabolite
C02714,,metabolite
C16391,,metabolite
C16392,,metabolite
C16393,,metabolite
C16241,,metabolite
C16238,,metabolite
C16240,,metabolite
C16237,,metabolite
C06423,,metabolite
C22158,,metabolite
C22160,,metabolite
C22157,,metabolite
C02147,,metabolite
C22161,,metabolite
C00315,,metabolite
C05730,,metabolite
C04851,,metabolite
C05897,,metabolite
C01103,,metabolite
C00295,,metabolite
C04751,,metabolite
C19858,,metabolite
C19859,,metabolite
C03344,,metabolite
C05265,,metabolite
C05261,,metabolite
C05259,,metabolite
C05337,,metabolite
C04644,,metabolite
C05263,,metabolite
C05267,,metabolite
C07118,,metabolite
C00512,,metabolite
C06715,,metabolite
C16331,,metabolite
C16330,,metabolite
C16335,,metabolite
C16334,,metabolite
C16339,,metabolite
C16338,,metabolite
C16466,,metabolite
C16470,,metabolite
C16471,,metabolite
C23013,,metabolite
C23016,,metabolite
C23017,,metabolite
C23006,,metabolite
C23007,,metabolite
C23021,,metabolite
C23022,,metabolite
C00853,,metabolite
C00536,,metabolite
C00194,,metabolite
C06505,,metabolite
C06506,,metabolite
C05774,,metabolite
C06508,,metabolite
C03024,,metabolite
C03161,,metabolite
C03972,,metabolite
C20258,,metabolite
C00357,,metabolite
C00224,,metabolite
C05686,,metabolite
C05196,,metabolite
C05197,,metabolite
C05199,,metabolite
C05312,,metabolite
C00183,,metabolite
C01653,,metabolite
C02554,,metabolite
C00417,,metabolite
C04225,,metabolite
C04181,,metabolite
C14463,,metabolite
C11435,,metabolite
C03431,,metabolite
C00170,,metabolite
C19787,,metabolite
C00507,,metabolite
C00861,,metabolite
C20781,,metabolite
C00819,,metabolite
C06441,,metabolite
C01131,,metabolite
C00683,,metabolite
C03273,,metabolite
C00198,,metabolite
C00533,,metabolite
C00887,,metabolite
C06400,,metabolite
C01455,,metabolite
C01542,,metabolite
C02923,,metabolite
C01407,,metabolite
C00146,,metabolite
C00090,,metabolite
C00542,,metabolite
C05702,,metabolite
C00307,,metabolite
G13199,,metabolite
G13200,,metabolite
C02353,,metabolite
C02355,,metabolite
C02354,,metabolite
C06194,,metabolite
C02352,,metabolite
G13125,,metabolite
G13121,,metabolite
G10619,,metabolite
G13122,,metabolite
C19929,,metabolite
C00493,,metabolite
C22438,,metabolite
C01302,,metabolite
C00422,,metabolite
C00162,,metabolite
C01885,,metabolite
C00794,,metabolite
C00379,,metabolite
C21310,,metabolite
C15977,,metabolite
C15975,,metabolite
C15979,,metabolite
C15976,,metabolite
C15974,,metabolite
C15978,,metabolite
C21017,,metabolite
C21018,,metabolite
C04188,,metabolite
C00262,,metabolite
C05691,,metabolite
C00054,,metabolite
C00053,,metabolite
C00385,,metabolite
C02380,,metabolite
C16614,,metabolite
C16615,,metabolite
C07648,,metabolite
C04932,,metabolite
C04919,,metabolite
C03589,,metabolite
C00133,,metabolite
C15667,,metabolite
C00337,,metabolite
C00412,,metabolite
C00510,,metabolite
C02474,,metabolite
C00269,,metabolite
C02737,,metabolite
C04297,,metabolite
C01219,,metabolite
C02612,,metabolite
C02226,,metabolite
C02631,,metabolite
C04640,,metabolite
C01170,,metabolite
C19884,,metabolite
C06025,,metabolite
C19883,,metabolite
C06026,,metabolite
C19890,,metabolite
C21982,,metabolite
C22002,,metabolite
C04302,,metabolite
C04738,,metabolite
C00256,,metabolite
C19769,,metabolite
C19770,,metabolite
C16698,,metabolite
C04246,,metabolite
C05754,,metabolite
C05751,,metabolite
C05763,,metabolite
C05760,,metabolite
C05748,,metabolite
C05758,,metabolite
C16221,,metabolite
C20374,,metabolite
C20378,,metabolite
C00693,,metabolite
C00447,,metabolite
C00577,,metabolite
C00603,,metabolite
C21858,,metabolite
C01642,,metabolite
C02412,,metabolite
C00196,,metabolite
C05821,,metabolite
C19823,,metabolite
C04294,,metabolite
C04327,,metabolite
C01390,,metabolite
C21214,,metabolite
C04824,,metabolite
C16631,,metabolite
C16632,,metabolite
C04121,,metabolite
G11161,,metabolite
G11160,,metabolite
C19875,,metabolite
G13060,,metabolite
G13061,,metabolite
C04432,,metabolite
C20753,,metabolite
C20755,,metabolite
C03231,,metabolite
C04425,,metabolite
C01037,,metabolite
C04348,,metabolite
C02614,,metabolite
C01011,,metabolite
C00135,,metabolite
C01643,,metabolite
C02988,,metabolite
C09332,,metabolite
C03541(n),,metabolite
C03541(n,,metabolite
C02964,,metabolite
C20861,,metabolite
C20236,,metabolite
C04133,,metabolite
C00237,,metabolite
G13038,,metabolite
G13039,,metabolite
C02211,,metabolite
C19085,,metabolite
C19078,,metabolite
C19080,,metabolite
C19846,,metabolite
C01978,,metabolite
C17211,,metabolite
C00151,,metabolite
C17213,,metabolite
C00161,,metabolite
C17216,,metabolite
C17217,,metabolite
C02356,,metabolite
C01879,,metabolite
C17210,,metabolite
C17212,,metabolite
C17214,,metabolite
C17215,,metabolite
C17218,,metabolite
C17219,,metabolite
C17222,,metabolite
C17223,,metabolite
C17226,,metabolite
C17227,,metabolite
C17230,,metabolite
C17231,,metabolite
C00338,,metabolite
C03859,,metabolite
C00672,,metabolite
C00201,,metabolite
C00454,,metabolite
C01250,,metabolite
C06033,,metabolite
C04115,,metabolite
C00333,,metabolite
C00558,,metabolite
C04573,,metabolite
C01217,,metabolite
C04377,,metabolite
C03618,,metabolite
G13119,,metabolite
G13120,,metabolite
C00190,,metabolite
C07838,,metabolite
C06397,,metabolite
C07836,,metabolite
C11472,,metabolite
C21113,,metabolite
C03561,,metabolite
C05280,,metabolite
C05279,,metabolite
C06714,,metabolite
C05807,,metabolite
C17551,,metabolite
C17552,,metabolite
C21860,,metabolite
C00366,,metabolite
n C00080,,metabolite
G13163,,metabolite
G10609,,metabolite
G13191,,metabolite
C20641,,metabolite
C01451,,metabolite
C06188,,metabolite
C06186,,metabolite
C06187,,metabolite
C04076,,metabolite
C01010,,metabolite
C01112,,metabolite
C04642,,metabolite
C04186,,metabolite
C06206,,metabolite
C00180,,metabolite
C01641,,metabolite
C02987,,metabolite
C00296,,metabolite
C00113,,metabolite
C01359,,metabolite
C07649,,metabolite
C06507,,metabolite
C04122,,metabolite
C06509,,metabolite
C03194,,metabolite
C00461,,metabolite
C00187,,metabolite
C00599,,metabolite
C01997,,metabolite
C00153,,metabolite
C02415,,metabolite
C20658,,metabolite
C20743,,metabolite
C02188,,metabolite
C01087,,metabolite
C06143,,metabolite
C11552,,metabolite
C04546,,metabolite
C04534,,metabolite
C00530,,metabolite
C02323,,metabolite
C00483,,metabolite
C03765,,metabolite
C01888,,metabolite
C05332,,metabolite
C00601,,metabolite
C05665,,metabolite
C02723,,metabolite
C06178,,metabolite
C03758,,metabolite
C04043,,metabolite
C00218,,metabolite
C00791,,metabolite
C00300,,metabolite
C16236,,metabolite
C22154,,metabolite
C22150,,metabolite
C16832,,metabolite
C22155,,metabolite
C22151,,metabolite
C22159,,metabolite
C00121,,metabolite
C01801,,metabolite
C01286,,metabolite
C05396,,metabolite
C19879,,metabolite
C19880,,metabolite
C03373,,metabolite
C04556,,metabolite
C00714,,metabolite
n C00001,,metabolite
n C00132,,metabolite
C00831,,metabolite
C04079,,metabolite
C20769,,metabolite
C20768,,metabolite
C05979,,metabolite
C20386,,metabolite
C00120,,metabolite
C06215,,metabolite
C05898,,metabolite
C11827,,metabolite
C04574,,metabolite
G10555,,metabolite
G10557(n),,metabolite
G10557(n,,metabolite
C00653,,metabolite
C04260,,metabolite
G13186,,metabolite
G13167,,metabolite
G13180,,metabolite
G13170,,metabolite
G13171,,metabolite
G13174,,metabolite
G13175,,metabolite
G13176,,metabolite
G13177,,metabolite
G13178,,metabolite
G13179,,metabolite
G13192,,metabolite
G13193,,metabolite
C04088,,metabolite
C05848,,metabolite
C05809,,metabolite
C05810,,metabolite
C03167,,metabolite
C05682,,metabolite
C03688,,metabolite
C00450,,metabolite
C00408,,metabolite
n C00789,,metabolite
C21503,,metabolite
n C00055,,metabolite
C21504,,metabolite
C21502,,metabolite
C21508,,metabolite
G13168,,metabolite
G13169,,metabolite
G13172,,metabolite
G13173,,metabolite
C17324,,metabolite
C04462,,metabolite
C00165,,metabolite
C21461,,metabolite
C21462,,metabolite
C21463,,metabolite
C21994,,metabolite
C21995,,metabolite
C04473,,metabolite
C02730,,metabolite
C05817,,metabolite
C03028,,metabolite
C02265,,metabolite
C00405,,metabolite
C11838,,metabolite
C20959,,metabolite
C22073,,metabolite
C03401,,metabolite
C22074,,metabolite
C03740,,metabolite
C03193,,metabolite
C05844,,metabolite
C02166,,metabolite
C00045,,metabolite
C05951,,metabolite
C03363,,metabolite
C02320,,metabolite
C02512,,metabolite
C05711,,metabolite
C05670,,metabolite
C06114,,metabolite
C05695,,metabolite
C00392,,metabolite
C00644,,metabolite
C00488,,metabolite
C00576,,metabolite
C01151,,metabolite
C00270,,metabolite
C06128,,metabolite
G11121,,metabolite
G00317,,metabolite
C19856,,metabolite
C19855,,metabolite
C05986,,metabolite
C05985,,metabolite
C06753,,metabolite
C06754,,metabolite
C00785,,metabolite
C06407,,metabolite
C06416,,metabolite
C11540,,metabolite
C16242,,metabolite
C19878,,metabolite
C00240,,metabolite
C04153,,metabolite
C01380,,metabolite
C00266,,metabolite
C00424,,metabolite
C00669,,metabolite
C21015,,metabolite
C02218,,metabolite
C05893,,metabolite
G10552,,metabolite
G10553,,metabolite
G10556,,metabolite
C04390,,metabolite
C00230,,metabolite
C20884,,metabolite
C20665,,metabolite
C20883,,metabolite
C05766,,metabolite
C05768,,metabolite
C00924,,metabolite
C00923,,metabolite
C00372,,metabolite
G10502(n),,metabolite
G10502(n,,metabolite
C00137,,metabolite
C03546,,metabolite
C04006,,metabolite
C06406,,metabolite
C11539,,metabolite
C22611,,metabolite
C02139,,metabolite
C18152,,metabolite
C18154,,metabolite
C18153,,metabolite
C05401,,metabolite
C01235,,metabolite
C05400,,metabolite
C00159,,metabolite
C05399,,metabolite
C06126,,metabolite
C06037,,metabolite
C03692,,metabolite
G01275,,metabolite
G00497,,metabolite
C03319,,metabolite
C00688,,metabolite
C21177,,metabolite
C21178,,metabolite
G10611,,metabolite
G13197,,metabolite
G13198,,metabolite
C01720,,metabolite
C03827,,metabolite
G13043,,metabolite
G00872,,metabolite
C01074,,metabolite
G12336,,metabolite
C16265,,metabolite
G10505,,metabolite
C16565,,metabolite
C01086,,metabolite
C00264,,metabolite
C01102,,metabolite
C04881,,metabolite
G11112,,metabolite
G00177,,metabolite
C01157,,metabolite
C00209,,metabolite
C02137,,metabolite
C00261,,metabolite
C03590,,metabolite
C00633,,metabolite
C16239,,metabolite
C19722,,metabolite
C19723,,metabolite
C00446,,metabolite
C20231,,metabolite
C18091,,metabolite
C21971,,metabolite
C21769,,metabolite
C21767,,metabolite
C19609,,metabolite
C02583,,metabolite
C20858,,metabolite
C04478,,metabolite
C00663,,metabolite
C00999,,metabolite
C00996,,metabolite
C21072,,metabolite
C21284,,metabolite
C05931,,metabolite
C03393,,metabolite
C01697,,metabolite
C06311,,metabolite
C00966,,metabolite
